STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,EDUCATION_LEV,Education level,MEASURE,Measure,EDUCATION_TYPE,Education type,INTENSITY,Intensity,EDUCATION_FIELD,Field of education,GRADE,Grade,FREQ,Frequency of observation,ORIGIN,Origin,DESTINATION,Destination,INST_TYPE_EDU,Type of educational institution,MOBILITY,Mobility,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_AGES,Reference date for ages,ORIGIN_CRITERION,Origin criterion,REPYEARSTART,Reference year start,REPYEAREND,Reference year end,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,COMMENT_OBS,Observation comment,DECIMALS,Decimals,TIME_PER_COLLECT,Time period collection,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,POL,Poland,ISCED11_2,Lower secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,6.96916611109829,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,POL,Poland,ISCED11_3,Upper secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,13.6354305813516,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,POL,Poland,ISCED11_2,Lower secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,93.0308338889017,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_1,Primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,3.91862506937431,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_6,Bachelor’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,23.6597304149201,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_01,Early childhood educational development,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,48.8577133787312,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_7,Master’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,93.0349959774739,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_1,Primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,3.59950323443513,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_01,Early childhood educational development,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,51.1422866212687,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_3,Upper secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,90.6077753813091,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_2,Lower secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,94.2051103379575,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_6,Bachelor’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,76.3402695850799,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_0,Early childhood education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,49.6865513195389,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_7,Master’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,3.54384553499598,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_2,Lower secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,0.2507569326195,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_0,Early childhood education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,50.3134486804611,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_02,Pre-primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,51.1457174638487,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_8,Doctoral or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,1.43840542484332,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_1,Primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,0.31912183493918,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_02,Pre-primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,48.8542825361513,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_8,Doctoral or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,0.93496352614816,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_5,Short-cycle tertiary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,33.8340248962656,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_6,Bachelor’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,16.7052385853059,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_2,Lower secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,5.79488966204247,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_01,Early childhood educational development,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,51.1422866212687,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_3,Upper secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,9.39222461869091,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_0,Early childhood education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,49.6865513195389,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_7,Master’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,3.42115848753017,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_02,Pre-primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,48.8542825361513,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_6,Bachelor’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,6.9544918296142,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_5,Short-cycle tertiary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,33.8340248962656,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,LVA,Latvia,ISCED11_02,Pre-primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,9.50869106867048,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,LVA,Latvia,ISCED11_3,Upper secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,8.82625074350671,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_1,Primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,96.0813749306257,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_3,Upper secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,9.39222461869091,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_2,Lower secondary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,5.54413272942296,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_7,Master’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,6.96500402252615,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NOR,Norway,ISCED11_8,Doctoral or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PUB,Public educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,97.6266310490085,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NZL,New Zealand,ISCED11_0,Early childhood education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,98.8420352663319,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NZL,New Zealand,ISCED11_6,Bachelor’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,0.00178564614692,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NZL,New Zealand,ISCED11_01,Early childhood educational development,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,0,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NZL,New Zealand,ISCED11_5,Short-cycle tertiary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,0.94808322907227,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NZL,New Zealand,ISCED11_7,Master’s or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,0,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NZL,New Zealand,ISCED11_8,Doctoral or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV,Private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,0,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NZL,New Zealand,ISCED11_02,Pre-primary education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_GOV,Government dependent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,98.793323252987,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST(1.0),Distribution of enrolled students and graduates by type of institution,I,NZL,New Zealand,ISCED11_8,Doctoral or equivalent level,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU_PRIV_IND,Independent private educational institutions,_T,Total,PT_ST,Percentage of students,_T,Total,_T,Total,2022,,0,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
